,DistCode,District,Subdivision,PersonName,Gender,Age,WorkerType,RegisteredYesNo,Registered2017,Registered2016
12767,ND,Nadia,Krishnanagar Sadar,psxz,Female,45,Transport,Yes,No,No
12768,ND,Nadia,Krishnanagar Sadar,qFeR,Male,29,Transport,Yes,Yes,Yes
12769,ND,Nadia,Krishnanagar Sadar,DUrrZx,Female,31,Other,No,No,No
12770,ND,Nadia,Krishnanagar Sadar,RTpi,Male,57,Construction,Yes,No,No
12771,ND,Nadia,Krishnanagar Sadar,Aalbe,Male,44,Other,No,No,No
12772,ND,Nadia,Krishnanagar Sadar,LWcdu,Female,28,Other,Yes,Yes,No
12773,ND,Nadia,Krishnanagar Sadar,tAFj,Male,36,Transport,Yes,Yes,Yes
12774,ND,Nadia,Krishnanagar Sadar,LXlHSr,Female,23,Other,No,No,No
12775,ND,Nadia,Krishnanagar Sadar,azGhp,Female,36,Transport,Yes,Yes,Yes
12776,ND,Nadia,Krishnanagar Sadar,CTCPy,Female,26,Other,Yes,Yes,Yes
12777,ND,Nadia,Krishnanagar Sadar,FPtjHh,Male,55,Other,Yes,Yes,No
12778,ND,Nadia,Krishnanagar Sadar,uGrk,Male,27,Transport,Yes,Yes,No
12779,ND,Nadia,Krishnanagar Sadar,MKozO,Female,25,Construction,Yes,Yes,No
12780,ND,Nadia,Krishnanagar Sadar,AFmz,Male,26,Construction,Yes,No,No
12781,ND,Nadia,Krishnanagar Sadar,DBuhnO,Female,30,Other,Yes,Yes,No
12782,ND,Nadia,Krishnanagar Sadar,VjKT,Female,35,Other,Yes,Yes,Yes
12783,ND,Nadia,Krishnanagar Sadar,ozmjo,Female,29,Other,Yes,Yes,Yes
12784,ND,Nadia,Krishnanagar Sadar,CXVNL,Male,28,Construction,Yes,Yes,Yes
12785,ND,Nadia,Krishnanagar Sadar,fyvw,Male,38,Other,Yes,Yes,Yes
12786,ND,Nadia,Krishnanagar Sadar,yhPm,Female,30,Other,No,No,No
12787,ND,Nadia,Krishnanagar Sadar,OsGOO,Female,21,Construction,Yes,Yes,Yes
12788,ND,Nadia,Krishnanagar Sadar,jdwOUZ,Female,52,Other,No,No,No
12789,ND,Nadia,Krishnanagar Sadar,yprDAi,Male,53,Other,No,No,No
12790,ND,Nadia,Krishnanagar Sadar,AhbSt,Male,28,Other,Yes,Yes,No
12791,ND,Nadia,Krishnanagar Sadar,gmsAC,Male,39,Construction,Yes,Yes,Yes
12792,ND,Nadia,Krishnanagar Sadar,lrmIBq,Male,53,Other,No,No,Yes
12793,ND,Nadia,Krishnanagar Sadar,LGzaG,Male,42,Construction,Yes,Yes,No
12794,ND,Nadia,Krishnanagar Sadar,PlZO,Male,46,Other,Yes,Yes,Yes
12795,ND,Nadia,Krishnanagar Sadar,hxTjCi,Male,43,Other,Yes,Yes,Yes
12796,ND,Nadia,Krishnanagar Sadar,lKQBD,Male,36,Construction,Yes,Yes,No
12797,ND,Nadia,Krishnanagar Sadar,QZUK,Male,31,Transport,Yes,No,No
12798,ND,Nadia,Krishnanagar Sadar,jebwmA,Female,32,Other,Yes,Yes,Yes
12799,ND,Nadia,Krishnanagar Sadar,ZvEn,Male,31,Construction,Yes,Yes,Yes
12800,ND,Nadia,Krishnanagar Sadar,FeAok,Male,46,Other,Yes,Yes,Yes
12801,ND,Nadia,Krishnanagar Sadar,llzEJ,Male,54,Construction,No,No,No
12802,ND,Nadia,Krishnanagar Sadar,AJgcXE,Female,38,Other,Yes,Yes,Yes
12803,ND,Nadia,Krishnanagar Sadar,wxHu,Female,26,Construction,Yes,Yes,No
12804,ND,Nadia,Krishnanagar Sadar,hiar,Male,46,Construction,Yes,No,No
12805,ND,Nadia,Krishnanagar Sadar,kCwjr,Female,43,Transport,Yes,No,No
12806,ND,Nadia,Krishnanagar Sadar,enJJi,Male,30,Transport,Yes,Yes,Yes
12807,ND,Nadia,Krishnanagar Sadar,tovSKL,Male,30,Other,Yes,No,No
12808,ND,Nadia,Krishnanagar Sadar,uHQH,Female,28,Other,Yes,No,No
12809,ND,Nadia,Krishnanagar Sadar,onRTcj,Female,60,Construction,Yes,No,No
12810,ND,Nadia,Krishnanagar Sadar,VbTofm,Male,48,Other,Yes,Yes,Yes
12811,ND,Nadia,Krishnanagar Sadar,NnBOB,Male,24,Construction,No,No,No
12812,ND,Nadia,Krishnanagar Sadar,VVbAM,Female,38,Other,Yes,Yes,Yes
12813,ND,Nadia,Krishnanagar Sadar,TfgAk,Male,28,Other,Yes,Yes,Yes
12814,ND,Nadia,Krishnanagar Sadar,gNpJ,Female,53,Other,No,No,No
12815,ND,Nadia,Krishnanagar Sadar,fnKm,Male,42,Construction,Yes,No,No
12816,ND,Nadia,Krishnanagar Sadar,RAyuF,Female,32,Transport,Yes,Yes,No
12817,ND,Nadia,Krishnanagar Sadar,enufP,Female,44,Other,No,No,No
12818,ND,Nadia,Krishnanagar Sadar,mmGY,Female,52,Transport,Yes,No,No
12819,ND,Nadia,Krishnanagar Sadar,Nerw,Male,40,Construction,Yes,Yes,Yes
12820,ND,Nadia,Krishnanagar Sadar,FjzkZp,Male,43,Construction,Yes,No,Yes
12821,ND,Nadia,Krishnanagar Sadar,qmhDDD,Female,63,Other,Yes,Yes,Yes
12822,ND,Nadia,Krishnanagar Sadar,PzIwpj,Female,36,Other,Yes,Yes,No
12823,ND,Nadia,Krishnanagar Sadar,hWBD,Male,28,Transport,Yes,Yes,Yes
12824,ND,Nadia,Krishnanagar Sadar,MLIHvC,Female,44,Transport,Yes,No,No
12825,ND,Nadia,Krishnanagar Sadar,cpZU,Female,50,Other,Yes,Yes,Yes
12826,ND,Nadia,Krishnanagar Sadar,XIISoS,Female,31,Construction,Yes,Yes,No
12827,ND,Nadia,Krishnanagar Sadar,EHAFZi,Female,59,Other,No,No,No
12828,ND,Nadia,Krishnanagar Sadar,ijrlvh,Male,21,Transport,Yes,No,No
12829,ND,Nadia,Krishnanagar Sadar,bzWujK,Male,49,Construction,Yes,Yes,Yes
12830,ND,Nadia,Krishnanagar Sadar,zLMRj,Female,24,Other,Yes,Yes,No
12831,ND,Nadia,Krishnanagar Sadar,ryZB,Male,22,Other,No,No,No
12832,ND,Nadia,Krishnanagar Sadar,cWesck,Male,32,Transport,No,No,No
12833,ND,Nadia,Krishnanagar Sadar,dfgGG,Female,37,Other,No,No,No
12834,ND,Nadia,Krishnanagar Sadar,PWlLPa,Male,29,Construction,Yes,Yes,No
12835,ND,Nadia,Krishnanagar Sadar,XNrry,Male,35,Other,Yes,Yes,Yes
12836,ND,Nadia,Krishnanagar Sadar,jyyYb,Female,34,Transport,Yes,Yes,Yes
12837,ND,Nadia,Krishnanagar Sadar,ADZKE,Female,36,Other,Yes,Yes,Yes
12838,ND,Nadia,Krishnanagar Sadar,rojoRM,Male,38,Transport,Yes,Yes,Yes
12839,ND,Nadia,Krishnanagar Sadar,RWKT,Female,60,Other,Yes,Yes,Yes
12840,ND,Nadia,Krishnanagar Sadar,pQAh,Female,52,Other,No,No,No
12841,ND,Nadia,Krishnanagar Sadar,rWez,Female,21,Transport,Yes,No,No
12842,ND,Nadia,Krishnanagar Sadar,hfwy,Male,52,Other,Yes,No,No
12843,ND,Nadia,Krishnanagar Sadar,nMEgZ,Female,37,Construction,Yes,Yes,Yes
12844,ND,Nadia,Krishnanagar Sadar,JgcKQ,Male,35,Other,Yes,No,No
12845,ND,Nadia,Krishnanagar Sadar,UiDEc,Male,36,Other,Yes,No,No
12846,ND,Nadia,Krishnanagar Sadar,FqvcnK,Female,26,Transport,Yes,Yes,Yes
12847,ND,Nadia,Krishnanagar Sadar,bZayj,Female,29,Other,Yes,Yes,Yes
12848,ND,Nadia,Krishnanagar Sadar,xfOXE,Male,59,Other,Yes,Yes,Yes
12849,ND,Nadia,Krishnanagar Sadar,oGEVcE,Female,20,Other,Yes,Yes,No
12850,ND,Nadia,Krishnanagar Sadar,wHWJi,Male,46,Construction,Yes,Yes,Yes
12851,ND,Nadia,Krishnanagar Sadar,quhFVe,Female,24,Transport,No,No,No
12852,ND,Nadia,Krishnanagar Sadar,PXYfQw,Female,40,Other,Yes,Yes,Yes
12853,ND,Nadia,Krishnanagar Sadar,FRAeWO,Female,49,Transport,Yes,Yes,Yes
12854,ND,Nadia,Krishnanagar Sadar,Luvh,Female,30,Construction,Yes,Yes,No
12855,ND,Nadia,Krishnanagar Sadar,XxjSas,Female,43,Other,No,No,No
12856,ND,Nadia,Krishnanagar Sadar,nRKa,Male,26,Other,Yes,No,No
12857,ND,Nadia,Krishnanagar Sadar,mGPZMS,Female,26,Construction,Yes,Yes,No
12858,ND,Nadia,Krishnanagar Sadar,jitap,Female,57,Other,Yes,Yes,No
12859,ND,Nadia,Krishnanagar Sadar,LRqEh,Male,22,Other,Yes,Yes,Yes
12860,ND,Nadia,Krishnanagar Sadar,Bhvmf,Female,33,Construction,Yes,Yes,Yes
12861,ND,Nadia,Krishnanagar Sadar,TIZIde,Female,42,Other,Yes,Yes,Yes
12862,ND,Nadia,Krishnanagar Sadar,xyAY,Female,20,Other,No,Yes,No
12863,ND,Nadia,Krishnanagar Sadar,Mrmn,Male,30,Other,Yes,Yes,Yes
12864,ND,Nadia,Krishnanagar Sadar,PbZY,Male,31,Construction,Yes,No,No
12865,ND,Nadia,Krishnanagar Sadar,sHUy,Male,31,Other,Yes,Yes,Yes
12866,ND,Nadia,Krishnanagar Sadar,MIUV,Male,30,Other,Yes,Yes,No
12867,ND,Nadia,Krishnanagar Sadar,OfccKy,Male,20,Transport,Yes,Yes,Yes
12868,ND,Nadia,Krishnanagar Sadar,KxVUI,Male,42,Other,Yes,Yes,Yes
12869,ND,Nadia,Krishnanagar Sadar,gACVD,Female,39,Construction,Yes,Yes,No
12870,ND,Nadia,Krishnanagar Sadar,XJaYG,Male,57,Other,Yes,No,No
12871,ND,Nadia,Krishnanagar Sadar,qtoxq,Male,26,Transport,Yes,Yes,Yes
12872,ND,Nadia,Krishnanagar Sadar,eVvq,Female,43,Other,Yes,Yes,Yes
12873,ND,Nadia,Krishnanagar Sadar,UmWe,Female,32,Transport,Yes,Yes,Yes
12874,ND,Nadia,Krishnanagar Sadar,tJSB,Female,26,Transport,Yes,No,No
12875,ND,Nadia,Krishnanagar Sadar,enJu,Male,40,Construction,Yes,Yes,Yes
12876,ND,Nadia,Krishnanagar Sadar,STDSv,Female,56,Other,Yes,Yes,Yes
12877,ND,Nadia,Krishnanagar Sadar,PDBuG,Male,32,Other,No,No,No
12878,ND,Nadia,Krishnanagar Sadar,ebCj,Female,35,Construction,Yes,No,No
12879,ND,Nadia,Krishnanagar Sadar,UMrg,Male,37,Transport,Yes,No,No
12880,ND,Nadia,Krishnanagar Sadar,WFGtq,Female,32,Other,Yes,Yes,Yes
12881,ND,Nadia,Krishnanagar Sadar,qnIMn,Female,58,Transport,Yes,Yes,No
12882,ND,Nadia,Krishnanagar Sadar,kuaHE,Female,60,Other,Yes,Yes,Yes
12883,ND,Nadia,Krishnanagar Sadar,FNLae,Female,33,Other,Yes,No,No
12884,ND,Nadia,Krishnanagar Sadar,RVvc,Female,55,Transport,Yes,Yes,Yes
12885,ND,Nadia,Krishnanagar Sadar,SPHwGE,Female,55,Transport,Yes,Yes,Yes
12886,ND,Nadia,Krishnanagar Sadar,ysKM,Female,46,Other,Yes,No,No
12887,ND,Nadia,Krishnanagar Sadar,ZJoG,Female,26,Transport,Yes,Yes,Yes
12888,ND,Nadia,Krishnanagar Sadar,fmFdW,Male,49,Construction,Yes,Yes,Yes
12889,ND,Nadia,Krishnanagar Sadar,jevE,Female,27,Other,Yes,Yes,No
12890,ND,Nadia,Krishnanagar Sadar,KeRYy,Female,28,Other,Yes,Yes,No
12891,ND,Nadia,Krishnanagar Sadar,morJ,Female,40,Other,Yes,Yes,Yes
12892,ND,Nadia,Krishnanagar Sadar,IeKZZ,Male,42,Other,No,No,No
12893,ND,Nadia,Krishnanagar Sadar,HsMbz,Male,43,Transport,Yes,Yes,Yes
12894,ND,Nadia,Krishnanagar Sadar,Yijrn,Male,30,Transport,Yes,No,No
12895,ND,Nadia,Krishnanagar Sadar,ESDBx,Female,33,Construction,Yes,No,No
12896,ND,Nadia,Krishnanagar Sadar,GxPSD,Female,41,Other,No,No,Yes
12897,ND,Nadia,Krishnanagar Sadar,FafM,Male,50,Other,Yes,Yes,No
12898,ND,Nadia,Krishnanagar Sadar,VdOfs,Male,31,Transport,No,No,No
12899,ND,Nadia,Krishnanagar Sadar,Nwem,Female,46,Construction,Yes,Yes,Yes
12900,ND,Nadia,Krishnanagar Sadar,Tmluk,Female,43,Other,Yes,No,No
12901,ND,Nadia,Krishnanagar Sadar,lwdrl,Female,44,Other,Yes,Yes,Yes
12902,ND,Nadia,Krishnanagar Sadar,FWiKi,Female,31,Transport,Yes,No,No
12903,ND,Nadia,Krishnanagar Sadar,wibAT,Female,28,Construction,Yes,Yes,Yes
12904,ND,Nadia,Krishnanagar Sadar,vQNAE,Male,52,Transport,Yes,No,No
12905,ND,Nadia,Krishnanagar Sadar,TesVq,Male,27,Other,Yes,Yes,Yes
12906,ND,Nadia,Krishnanagar Sadar,YbDOU,Female,27,Construction,Yes,Yes,No
12907,ND,Nadia,Krishnanagar Sadar,XGQmqx,Female,38,Other,Yes,Yes,Yes
12908,ND,Nadia,Krishnanagar Sadar,DZjqIJ,Male,38,Construction,Yes,Yes,Yes
12909,ND,Nadia,Krishnanagar Sadar,oaLlod,Female,42,Other,No,No,Yes
12910,ND,Nadia,Krishnanagar Sadar,Jpgjzo,Female,33,Transport,Yes,No,No
12911,ND,Nadia,Krishnanagar Sadar,mspn,Female,34,Other,Yes,Yes,Yes
12912,ND,Nadia,Krishnanagar Sadar,ELQa,Female,27,Construction,Yes,Yes,Yes
12913,ND,Nadia,Krishnanagar Sadar,iNwen,Female,39,Other,No,No,No
12914,ND,Nadia,Krishnanagar Sadar,jPZEf,Male,26,Transport,No,No,No
12915,ND,Nadia,Krishnanagar Sadar,kzJY,Female,24,Construction,No,No,No
12916,ND,Nadia,Krishnanagar Sadar,OGNQ,Female,27,Transport,Yes,Yes,No
12917,ND,Nadia,Krishnanagar Sadar,HbrbP,Female,30,Other,Yes,Yes,Yes
12918,ND,Nadia,Krishnanagar Sadar,IUnv,Female,47,Transport,Yes,Yes,Yes
12919,ND,Nadia,Krishnanagar Sadar,RXjNow,Male,40,Other,No,No,No
12920,ND,Nadia,Krishnanagar Sadar,MnUG,Male,39,Other,Yes,Yes,Yes
12921,ND,Nadia,Krishnanagar Sadar,OzgPsA,Male,53,Other,No,No,No
12922,ND,Nadia,Krishnanagar Sadar,RQfsNc,Female,33,Transport,Yes,Yes,Yes
12923,ND,Nadia,Krishnanagar Sadar,SeTZg,Male,33,Other,No,No,No
12924,ND,Nadia,Krishnanagar Sadar,Oyteex,Male,33,Other,Yes,Yes,No
12925,ND,Nadia,Krishnanagar Sadar,AxrsD,Male,34,Transport,Yes,Yes,No
12926,ND,Nadia,Krishnanagar Sadar,Zlxp,Female,38,Other,Yes,No,No
12927,ND,Nadia,Krishnanagar Sadar,aqLH,Female,30,Construction,Yes,Yes,Yes
12928,ND,Nadia,Krishnanagar Sadar,oSEUDh,Male,30,Transport,Yes,Yes,No
12929,ND,Nadia,Krishnanagar Sadar,MVkyS,Female,25,Construction,Yes,No,No
12930,ND,Nadia,Krishnanagar Sadar,EhjlT,Male,50,Construction,Yes,Yes,No
12931,ND,Nadia,Krishnanagar Sadar,zBwcA,Male,32,Other,Yes,Yes,Yes
12932,ND,Nadia,Krishnanagar Sadar,ZnVo,Female,61,Construction,Yes,Yes,Yes
12933,ND,Nadia,Krishnanagar Sadar,Ogib,Female,31,Other,Yes,No,No
12934,ND,Nadia,Krishnanagar Sadar,GfGj,Male,35,Transport,Yes,Yes,Yes
12935,ND,Nadia,Krishnanagar Sadar,lIfBud,Male,56,Construction,Yes,Yes,Yes
12936,ND,Nadia,Krishnanagar Sadar,LdZDKm,Male,28,Transport,Yes,Yes,Yes
12937,ND,Nadia,Krishnanagar Sadar,AiwktF,Male,49,Other,Yes,Yes,Yes
12938,ND,Nadia,Krishnanagar Sadar,AqcZ,Male,20,Other,No,No,No
12939,ND,Nadia,Krishnanagar Sadar,KAFiw,Female,35,Other,Yes,No,No
12940,ND,Nadia,Krishnanagar Sadar,frEJml,Female,32,Other,Yes,Yes,Yes
12941,ND,Nadia,Krishnanagar Sadar,VgXY,Male,36,Construction,Yes,No,No
12942,ND,Nadia,Krishnanagar Sadar,fRoJxQ,Male,40,Construction,Yes,Yes,No
12943,ND,Nadia,Krishnanagar Sadar,Pqdc,Male,33,Other,Yes,Yes,Yes
12944,ND,Nadia,Krishnanagar Sadar,IDEMli,Male,24,Construction,Yes,Yes,Yes
12945,ND,Nadia,Krishnanagar Sadar,QsaBdj,Male,41,Other,Yes,Yes,Yes
12946,ND,Nadia,Krishnanagar Sadar,jfnXFe,Male,28,Other,Yes,Yes,Yes
12947,ND,Nadia,Krishnanagar Sadar,OtNo,Female,28,Transport,Yes,Yes,Yes
12948,ND,Nadia,Krishnanagar Sadar,LUxqI,Male,21,Other,Yes,Yes,Yes
12949,ND,Nadia,Krishnanagar Sadar,wIlwpb,Female,45,Construction,Yes,Yes,Yes
12950,ND,Nadia,Krishnanagar Sadar,BzjYG,Male,41,Other,Yes,Yes,Yes
12951,ND,Nadia,Krishnanagar Sadar,GLEhTe,Male,23,Construction,Yes,Yes,Yes
12952,ND,Nadia,Krishnanagar Sadar,zIWehg,Male,37,Other,Yes,Yes,No
12953,ND,Nadia,Krishnanagar Sadar,QHTD,Female,58,Other,Yes,No,No
12954,ND,Nadia,Krishnanagar Sadar,vMsWy,Female,31,Other,Yes,Yes,No
12955,ND,Nadia,Krishnanagar Sadar,NXopVc,Male,39,Other,Yes,No,No
12956,ND,Nadia,Krishnanagar Sadar,VgZLW,Male,34,Other,Yes,Yes,No
12957,ND,Nadia,Krishnanagar Sadar,GwIAsb,Male,56,Construction,Yes,Yes,Yes
12958,ND,Nadia,Krishnanagar Sadar,MrZy,Male,42,Other,No,No,No
12959,ND,Nadia,Krishnanagar Sadar,DuYpf,Male,45,Other,No,No,No
12960,ND,Nadia,Krishnanagar Sadar,CzzqU,Female,60,Construction,Yes,Yes,No
12961,ND,Nadia,Krishnanagar Sadar,HEEKUm,Male,26,Other,Yes,No,No
12962,ND,Nadia,Krishnanagar Sadar,dxbEuj,Female,44,Transport,Yes,Yes,Yes
12963,ND,Nadia,Krishnanagar Sadar,fghTLP,Male,23,Other,Yes,Yes,No
12964,ND,Nadia,Krishnanagar Sadar,MLYdju,Male,51,Construction,Yes,Yes,Yes
12965,ND,Nadia,Krishnanagar Sadar,iQXEx,Male,28,Construction,Yes,Yes,No
12966,ND,Nadia,Krishnanagar Sadar,SlLIQ,Female,40,Transport,Yes,Yes,Yes
12967,ND,Nadia,Krishnanagar Sadar,PPyTz,Female,26,Other,Yes,No,No
12968,ND,Nadia,Krishnanagar Sadar,GIKHfe,Female,22,Construction,Yes,Yes,No
12969,ND,Nadia,Krishnanagar Sadar,szqR,Female,44,Transport,Yes,Yes,Yes
12970,ND,Nadia,Krishnanagar Sadar,hNaxFB,Female,28,Other,Yes,Yes,Yes
12971,ND,Nadia,Krishnanagar Sadar,UayBX,Female,58,Construction,Yes,No,No
12972,ND,Nadia,Krishnanagar Sadar,NUijp,Male,33,Construction,Yes,No,No
12973,ND,Nadia,Krishnanagar Sadar,cziQ,Female,31,Other,Yes,Yes,Yes
12974,ND,Nadia,Krishnanagar Sadar,YWbz,Female,32,Other,Yes,Yes,Yes
12975,ND,Nadia,Krishnanagar Sadar,cNrs,Female,52,Other,Yes,No,No
12976,ND,Nadia,Krishnanagar Sadar,IZSqDd,Male,55,Construction,Yes,Yes,Yes
12977,ND,Nadia,Krishnanagar Sadar,mcfA,Female,29,Other,Yes,Yes,No
12978,ND,Nadia,Krishnanagar Sadar,kWCJy,Male,33,Transport,Yes,Yes,Yes
12979,ND,Nadia,Krishnanagar Sadar,dPAPY,Female,26,Other,Yes,Yes,Yes
12980,ND,Nadia,Krishnanagar Sadar,vDtXug,Female,27,Other,Yes,Yes,Yes
12981,ND,Nadia,Krishnanagar Sadar,kKewBY,Female,25,Construction,No,No,No
12982,ND,Nadia,Krishnanagar Sadar,wnXqGD,Male,29,Transport,Yes,No,Yes
12983,ND,Nadia,Krishnanagar Sadar,HCqHGL,Female,36,Transport,Yes,Yes,Yes
12984,ND,Nadia,Krishnanagar Sadar,IrwI,Female,51,Other,No,No,No
12985,ND,Nadia,Krishnanagar Sadar,cyzjkJ,Female,27,Construction,Yes,Yes,Yes
12986,ND,Nadia,Krishnanagar Sadar,QoHWM,Female,34,Transport,Yes,Yes,Yes
12987,ND,Nadia,Krishnanagar Sadar,rvrfUv,Female,29,Other,Yes,Yes,Yes
12988,ND,Nadia,Krishnanagar Sadar,ZxQVhi,Male,33,Transport,Yes,Yes,Yes
12989,ND,Nadia,Krishnanagar Sadar,QMqVu,Female,34,Other,Yes,Yes,Yes
12990,ND,Nadia,Krishnanagar Sadar,xCzy,Female,48,Other,No,No,No
12991,ND,Nadia,Krishnanagar Sadar,VbXEm,Female,51,Other,Yes,No,No
12992,ND,Nadia,Krishnanagar Sadar,myzmDc,Male,37,Other,Yes,Yes,Yes
12993,ND,Nadia,Krishnanagar Sadar,KiOBmL,Male,28,Other,Yes,Yes,No
12994,ND,Nadia,Krishnanagar Sadar,FBuA,Male,28,Other,Yes,Yes,Yes
12995,ND,Nadia,Krishnanagar Sadar,MUPd,Male,53,Transport,Yes,Yes,Yes
12996,ND,Nadia,Krishnanagar Sadar,oHlBy,Female,36,Transport,Yes,Yes,No
12997,ND,Nadia,Krishnanagar Sadar,EYLMO,Male,32,Other,Yes,No,No
12998,ND,Nadia,Krishnanagar Sadar,ErVbh,Male,50,Other,Yes,No,No
12999,ND,Nadia,Krishnanagar Sadar,TsRTZH,Female,30,Other,Yes,Yes,Yes
13000,ND,Nadia,Krishnanagar Sadar,vlyTiI,Male,44,Construction,Yes,Yes,Yes
13001,ND,Nadia,Krishnanagar Sadar,kZuPPd,Female,24,Construction,Yes,Yes,Yes
13002,ND,Nadia,Krishnanagar Sadar,xaxze,Male,34,Other,Yes,Yes,No
13003,ND,Nadia,Krishnanagar Sadar,egBahf,Male,53,Other,No,No,No
13004,ND,Nadia,Krishnanagar Sadar,KjpH,Male,38,Transport,Yes,Yes,Yes
13005,ND,Nadia,Krishnanagar Sadar,aDlS,Male,50,Other,Yes,Yes,Yes
13006,ND,Nadia,Krishnanagar Sadar,zvKUl,Male,23,Construction,Yes,No,No
13007,ND,Nadia,Krishnanagar Sadar,UNZAMp,Female,35,Other,No,No,No
13008,ND,Nadia,Krishnanagar Sadar,XQcY,Female,22,Construction,Yes,No,No
13009,ND,Nadia,Krishnanagar Sadar,skmH,Male,35,Construction,Yes,Yes,No
13010,ND,Nadia,Krishnanagar Sadar,kqqKnJ,Male,28,Construction,Yes,Yes,No
13011,ND,Nadia,Krishnanagar Sadar,yDeUE,Female,37,Other,Yes,No,No
13012,ND,Nadia,Krishnanagar Sadar,SBoy,Male,32,Other,Yes,No,No
13013,ND,Nadia,Krishnanagar Sadar,pCpkX,Female,31,Other,Yes,Yes,Yes
13014,ND,Nadia,Krishnanagar Sadar,pERBRp,Female,49,Construction,Yes,Yes,No
13015,ND,Nadia,Krishnanagar Sadar,VRtux,Male,29,Construction,Yes,Yes,No
13016,ND,Nadia,Krishnanagar Sadar,EFcJa,Female,34,Other,Yes,Yes,Yes
13017,ND,Nadia,Krishnanagar Sadar,XTkY,Female,50,Other,No,No,No
13018,ND,Nadia,Krishnanagar Sadar,YnEHy,Male,38,Other,Yes,Yes,Yes
13019,ND,Nadia,Krishnanagar Sadar,AQkQO,Male,20,Construction,Yes,No,No
13020,ND,Nadia,Krishnanagar Sadar,ByWRaD,Male,30,Other,Yes,Yes,No
13021,ND,Nadia,Krishnanagar Sadar,lxIko,Male,33,Other,Yes,Yes,No
13022,ND,Nadia,Krishnanagar Sadar,FXko,Female,28,Construction,Yes,No,No
13023,ND,Nadia,Krishnanagar Sadar,NTtX,Female,21,Transport,No,No,No
13024,ND,Nadia,Krishnanagar Sadar,YwuG,Male,58,Other,Yes,Yes,Yes
13025,ND,Nadia,Krishnanagar Sadar,SJaJ,Male,49,Other,Yes,Yes,Yes
13026,ND,Nadia,Krishnanagar Sadar,mxCnLs,Female,55,Transport,Yes,Yes,No
13027,ND,Nadia,Krishnanagar Sadar,pNydh,Female,40,Construction,Yes,Yes,Yes
13028,ND,Nadia,Krishnanagar Sadar,nOWz,Female,35,Transport,Yes,Yes,Yes
13029,ND,Nadia,Krishnanagar Sadar,ODEte,Female,37,Construction,Yes,Yes,Yes
13030,ND,Nadia,Krishnanagar Sadar,SGaDYF,Male,49,Other,No,No,No
13031,ND,Nadia,Krishnanagar Sadar,iBSC,Male,41,Transport,Yes,Yes,Yes
13032,ND,Nadia,Krishnanagar Sadar,RHUVL,Male,40,Transport,Yes,No,No
13033,ND,Nadia,Krishnanagar Sadar,VmFm,Male,37,Transport,Yes,Yes,No
13034,ND,Nadia,Krishnanagar Sadar,JspU,Male,41,Transport,Yes,Yes,No
13035,ND,Nadia,Krishnanagar Sadar,wfynbq,Female,33,Other,Yes,Yes,Yes
13036,ND,Nadia,Krishnanagar Sadar,OUDp,Male,40,Construction,Yes,No,No
13037,ND,Nadia,Krishnanagar Sadar,hERv,Female,26,Other,Yes,Yes,Yes
13038,ND,Nadia,Krishnanagar Sadar,AohiNP,Male,30,Construction,Yes,No,No
13039,ND,Nadia,Krishnanagar Sadar,JkHavl,Male,27,Other,Yes,No,Yes
13040,ND,Nadia,Kalyani,XGuheb,Male,47,Transport,Yes,Yes,Yes
13041,ND,Nadia,Kalyani,zHlO,Male,33,Other,Yes,Yes,No
13042,ND,Nadia,Kalyani,InLaA,Female,62,Other,Yes,Yes,No
13043,ND,Nadia,Kalyani,XoJeT,Female,41,Other,No,No,No
13044,ND,Nadia,Kalyani,kEMQ,Male,60,Transport,Yes,No,No
13045,ND,Nadia,Kalyani,mslkl,Male,25,Transport,Yes,Yes,No
13046,ND,Nadia,Kalyani,VapK,Male,39,Transport,Yes,Yes,No
13047,ND,Nadia,Kalyani,LNNCMw,Female,30,Other,Yes,No,No
13048,ND,Nadia,Kalyani,SYXsz,Male,53,Other,Yes,No,No
13049,ND,Nadia,Kalyani,yjPcS,Male,33,Other,No,No,Yes
13050,ND,Nadia,Kalyani,vqROh,Female,21,Other,Yes,Yes,Yes
13051,ND,Nadia,Kalyani,zThyQr,Male,22,Construction,Yes,No,No
13052,ND,Nadia,Kalyani,DAjxF,Male,35,Other,Yes,Yes,No
13053,ND,Nadia,Kalyani,LPfWVB,Female,52,Other,Yes,No,No
13054,ND,Nadia,Kalyani,slUbG,Female,33,Transport,Yes,Yes,Yes
13055,ND,Nadia,Kalyani,sBWf,Male,24,Other,No,No,No
13056,ND,Nadia,Kalyani,CUmH,Male,21,Other,No,No,No
13057,ND,Nadia,Kalyani,pOEDOi,Female,38,Other,Yes,No,No
13058,ND,Nadia,Kalyani,Jfvh,Female,35,Other,Yes,Yes,Yes
13059,ND,Nadia,Kalyani,SBwkjj,Female,40,Transport,Yes,Yes,Yes
13060,ND,Nadia,Kalyani,nUlw,Male,39,Other,Yes,Yes,Yes
13061,ND,Nadia,Kalyani,OfRm,Male,26,Other,Yes,Yes,No
13062,ND,Nadia,Kalyani,sGuO,Male,43,Transport,Yes,Yes,Yes
13063,ND,Nadia,Kalyani,azwB,Male,42,Transport,Yes,Yes,No
13064,ND,Nadia,Kalyani,hIDRd,Male,40,Transport,Yes,No,No
13065,ND,Nadia,Kalyani,jqPH,Female,28,Construction,Yes,Yes,Yes
